Gene_ID	WT.0h.rep1	WT.0h.rep2	WT.0h.rep3	WT.3h.rep1	WT.3h.rep2	WT.3h.rep3	WT.24h.rep1	WT.24h.rep2	WT.24h.rep3
AT1G01140	40.431547	46.17232664	55.70619107	100.5030253	122.4441998	120.8564909	98.14407607	108.7410213	120.4863629
AT1G04013	2.917821542	3.612729208	3.005755533	3.719822816	2.357783208	3.295763256	5.85064897	6.695385437	6.175221798
AT1G01230	34.36006091	33.18527504	32.89346508	42.00016838	41.91745091	38.09691636	61.83996448	66.94576164	61.08394056
AT1G01240	7.602219984	8.006184809	12.11211676	24.18965325	20.74027386	22.65181346	12.73290083	20.25562334	21.60745885
AT1G01300	35.38561088	33.22469681	36.2186878	79.88148118	69.5746669	80.76442076	70.7027504	76.54702723	63.657792
AT1G01420	19.73290687	18.15966228	16.34468435	17.69208223	17.46654601	18.59887238	50.82939641	51.6857934	56.77012265
AT1G01470	68.64224652	63.18622761	66.38814411	130.6288817	133.2311292	137.01769	2309.660385	2169.129579	2454.961258
AT1G01500	5.736901238	7.103200236	6.874657687	19.15509436	21.28242985	19.96455528	48.32605984	43.66861398	44.7788912
AT1G01560	0.477394039	0.640500095	0.636422728	3.536314241	3.090240949	2.723641582	3.416044501	3.555484952	2.939913495
AT1G01650	15.53702981	14.75205146	13.87762087	17.58302049	17.64383302	17.59575978	42.01950495	38.73129306	42.37809615
AT1G01680	0.174879664	0.319095312	0.270224983	0.260105555	0.269780816	0.184362831	1.818230327	2.726397846	1.338571667
AT1G04037	3.991964637	3.641982076	2.813658375	2.70829205	4.537669634	3.765442878	5.898022646	8.337740045	8.922820485
AT1G04047	0.575338584	0.944815749	1.185354969	1.597351852	1.775109914	1.698304613	1.674908624	1.413392635	2.613857741
AT1G01940	20.11913762	18.5172156	17.37281653	17.3676562	16.67483333	15.03424228	43.62006081	44.0577828	50.84524128
AT1G02270	12.32093243	10.92993089	12.83847073	22.77306187	24.67124408	24.24224986	101.5069104	116.093278	122.7805027
AT1G02310	0.476418075	0.558835282	0.315498742	0.607367791	0.7699515	0.645753482	10.86195894	9.099396829	11.86411957
AT1G04103	0	0	0	0.038835886	0.120841445	0	0.244328988	0.444080171	0.889697993
AT1G02370	7.917597535	7.819441879	6.62187273	6.451626228	6.825979894	6.088034783	16.57258349	12.93743129	12.59421872
AT1G02400	7.002604633	8.254672802	6.427997088	10.55275052	14.40356832	16.04378434	9.983839566	10.08846124	16.19459135
AT1G02405	0.550615812	0.56513515	0.425407234	0.204738258	0.637061993	0.580473953	1.216514249	1.430695952	0.815718954
AT1G02460	3.245031379	2.095146976	2.468548762	1.386061925	1.026871343	1.473661146	11.49711464	17.50029741	9.81203833
AT1G02520	3.431394636	3.298079744	3.274720041	3.379675373	3.599811944	3.702158123	5.942078838	5.747001692	5.542541511
AT1G02620	0.075047781	0.136936419	0.386547427	0.669729487	0.733232916	0.830732517	0.195068637	1.595461567	1.482410439
AT1G02820	177.2461651	182.5364987	192.808009	120.0045535	147.4260689	145.7583611	371.6747443	236.2157756	400.2989151
AT1G02830	0.116619192	0.425579928	0.120133728	0	0.479745061	0.491772315	2.061239874	0.661130591	0.345534883
AT1G02860	5.535077017	8.232715785	7.360617609	11.80829339	13.52403499	12.27165837	15.06721752	30.30146262	33.06517921
AT1G02870	34.37237083	38.23436201	35.85006042	39.67152239	37.93356094	35.3319829	81.47544834	68.36951525	78.36407497
AT1G02920	35.98033749	38.13422452	40.89894844	76.78331707	31.63578547	39.01390321	50.88676569	58.73552119	87.76196711
AT1G02930	79.02474346	56.80693628	57.38107513	136.0631311	57.28675823	59.5532749	182.4767754	190.2645765	242.1832433
AT1G04157	0	0	0	0.457400435	0.948829121	0.486308178	0.479608755	0.435856464	0.455594142
AT1G03340	3.512505049	2.764716321	2.731507765	4.165773704	3.612413459	3.303636346	6.516250339	8.231960584	7.142277103
AT1G03530	12.22325632	12.69145346	12.44521267	10.27037009	11.09092239	11.40643241	40.67479591	29.47738597	29.47870344
AT1G03700	0.310009201	0.848490448	0.766444575	0.245914212	0.31882699	0.457548017	1.224807305	1.347405735	0.918536576
AT1G03740	10.53980463	11.48429503	11.14956975	15.41851877	16.04065625	17.53898348	18.03446856	32.68923478	34.41851916
AT1G03750	3.270334731	3.460997731	3.965667583	5.151313867	5.150737848	4.216013464	6.450625496	6.692052565	6.5705961
AT1G03790	0.643448747	0.459419841	0.60520199	0.721237883	0.690522541	0.855299424	1.018037452	1.05733374	1.68545272
AT1G03905	5.484415052	4.304160635	3.887964299	4.47329829	4.124172033	3.481524457	17.13715658	14.57085494	13.36689914
AT1G03960	4.555858485	4.34458989	4.171695798	5.595636645	4.936105255	4.901733443	13.82037331	14.72078438	15.7762639
AT1G03980	0.27522679	0.446394975	0.2520189	0.424517198	0.440308151	0.515824821	0.763078161	0.722360816	0.271826204
AT1G04400	52.99889121	58.24501247	69.43073343	88.8246327	98.60449263	104.0446364	172.3110487	321.7756677	333.0592748
AT1G04430	45.29417406	46.86395796	49.56066432	56.67661515	59.32797082	63.46915589	110.8586841	123.8819983	109.4457517
AT1G04570	2.471216204	1.554114404	1.482926744	39.11059199	32.8421869	47.77927264	145.1049304	97.00224385	88.19632775
AT1G04620	18.8243949	16.66264167	14.43551101	13.36228881	13.64315501	12.82796494	32.95151736	39.58898776	39.05202484
AT1G04780	23.29635294	24.71386129	25.63891674	32.41125592	35.81184573	34.6154192	44.4483976	44.73699135	52.01642698
AT1G04297	0.079229832	0.072283614	0.081617571	0.157122287	0.162966834	0.417631069	0.329502198	0.074860843	0.939010826
AT1G04945	5.596198187	5.511895261	5.126527553	5.337760675	4.580401775	4.246123645	14.53590341	11.49002208	13.44470212
AT1G04990	14.43510762	13.59372917	11.17540933	14.31327727	12.978598	11.85687388	33.53834047	31.2528051	28.36044376
AT1G05040	0	0	0	0.101795349	0.105581876	0.216457646	0.053368927	0.097000697	0.101393355
AT1G05061	0.346600451	0.63242676	0.259669747	1.187241567	0.907350253	1.162622011	0.622443056	0.803833642	1.089193644
AT1G05065	3.039906125	3.169591095	3.280639332	4.593142445	4.019621277	3.891482807	5.64393148	5.676164198	5.861723788
AT1G05300	1.048394753	0.934741956	0.908173479	1.11042461	0.784156299	0.703338274	2.97278154	3.714685771	2.494472056
AT1G05330	0.075429564	0.137633044	0.15540555	0.224378847	1.473926051	0.954238431	0.392121984	0.498890938	0.446985531
AT1G05340	7.544863631	9.936026953	5.541946584	10.66882178	14.30440869	14.24803038	12.96035037	31.42877756	46.00579274
AT1G05420	1.197589391	1.092594623	1.336487728	1.682266023	1.436928717	1.841190819	4.617387173	3.394651304	2.365584966
AT1G05490	0.284959672	0.269975862	0.19193488	0.282554651	0.15780421	0.173314689	0.569756969	0.40386911	0.411333676
AT1G05520	22.01682398	22.67579193	24.51438088	24.80239876	25.32614755	25.942493	45.67198182	45.50288184	41.52228366
AT1G05570	15.68271822	15.17720726	15.54468954	15.50571602	15.02524282	15.31491053	26.65812617	33.27297112	29.28078383
AT1G05730	0.85132807	0.679604311	1.53472275	1.301387089	1.094428669	0.934888415	4.720687678	3.184016375	2.347259632
AT1G05805	8.384237705	9.469153398	9.024084269	27.09046449	28.722564	30.78371406	40.57971013	69.22104814	66.90190573
AT1G05880	0.227238272	0.233230379	0.17556489	0.281650514	0.116850877	0.479121358	5.729316409	4.50885997	3.506728306
AT1G05894	0.52189104	0.267826463	0.504017999	0.905601113	0.805103277	1.237930938	0.847831316	1.29441973	0.773164162
AT1G05910	12.96742719	12.11335203	12.53331448	14.35637441	14.46533446	15.12753694	23.48656488	21.14874709	21.13699425
AT1G06020	0.334091461	0.474135006	0.191199961	0.846583423	1.298022671	1.134893012	0.656117127	0.736560011	0.989890705
AT1G06140	1.352174904	0.935855232	0.768510463	1.803094707	1.318706242	0.983102786	2.205747812	2.092639693	2.233455108
AT1G06440	1.902927092	1.760895472	1.708239946	3.585046627	2.795790365	2.607951794	4.183072694	4.006957014	2.711727833
AT1G06460	28.4423703	28.70852336	27.23561668	28.00755314	31.91793647	32.34538403	108.6880212	116.775548	109.2210217
AT1G04467	0.219896357	0	0.113261672	0.981182077	0.452302018	1.159103179	0.685881165	1.35050864	0.542948527
AT1G06470	9.668107177	9.832955594	9.785085938	10.55635111	11.39394521	10.31135499	21.3359839	20.7758511	19.65461859
AT1G06780	9.016194876	8.684839682	9.719910748	10.14597329	10.8684063	12.22401921	48.83289143	43.64508135	45.26949061
AT1G06920	0	0	0	0.545190005	0.086995335	0.222940791	0.307817355	0.199811949	0
AT1G07040	17.43502932	16.54699861	15.18804543	18.10006231	18.38222709	18.65803291	33.94299842	37.25909398	39.17750073
AT1G07050	0.84541607	1.038284364	0.703414594	5.771241392	7.390433593	6.92440686	14.50320648	23.04222376	20.23197668
AT1G07280	34.18288196	32.55203132	31.61954391	54.8059223	62.05394875	63.55926983	42.0154493	63.54233391	60.45746844
AT1G07360	36.09008161	37.66318023	35.88458528	37.9637332	44.33454927	40.93450299	87.80083312	80.4651175	84.41891447
AT1G07420	11.58778624	10.09132534	8.852803326	13.1117793	11.88887451	13.67741751	49.51729815	44.79053804	42.54767404
AT1G07430	3.539569903	2.409516998	3.029185197	6.263458215	5.936404654	7.319499403	34.2815833	9.158473963	9.331194282
AT1G07470	17.5646444	16.75311755	20.75114673	19.30419292	20.49597225	21.9162406	37.03487724	35.91947277	39.69936821
AT1G04587	2.140022279	0.813501151	1.10225792	1.414640521	0.366815382	2.256068868	3.708315117	3.033021784	1.761317558
AT1G07650	14.63655772	14.54848083	14.76624305	16.44893009	15.5451373	16.47929624	28.57571824	30.74136897	30.57843932
AT1G07740	1.835282463	1.727817682	1.629127253	1.916590424	1.927643813	1.70839075	3.024620676	2.804042713	3.008155449
AT1G08050	3.605593762	4.06907395	2.683710297	2.810532794	3.129421349	3.735198356	6.955771553	7.089231639	7.369098013
AT1G08070	1.323115758	1.130473595	1.362990317	1.561843857	2.030325366	1.372723409	2.3582543	2.10343518	2.572051103
AT1G08165	2.140022279	2.31847828	1.79116912	2.984007349	2.68233748	2.256068868	4.728101774	6.381983337	6.869138475
AT1G08200	184.4456337	187.9467933	199.3292531	189.160849	184.5455936	191.8098508	412.1524072	395.1129746	387.7116017
AT1G08270	1.147919785	1.047279638	1.231785924	1.707347246	1.082189896	0.907625862	1.690786625	1.8980846	2.55090729
AT1G08400	3.537909097	4.043162018	4.373436698	3.932708262	4.136445577	4.18125573	7.666512393	6.228196508	6.473458201
AT1G08410	17.53506125	18.35771027	19.05394061	16.61531797	17.39816521	15.58996332	39.29480862	30.15138506	33.25766895
AT1G08430	7.568650953	7.363824034	8.560064183	11.59828487	10.09733693	9.457714505	16.8939188	19.07844427	15.47300858
AT1G08500	3.752943426	3.313467363	2.702074722	6.122087861	5.436768731	6.50900429	12.50301984	8.388372844	9.206650664
AT1G08550	24.50176437	24.58901676	23.04717227	26.52533096	30.52758555	28.83690813	68.30109395	88.08635518	86.99749973
AT1G08580	57.11544257	63.45994031	58.46156845	61.0870318	56.43036353	50.23051577	120.3439337	96.97806318	98.49225981
AT1G08730	0.682964433	0.587482726	0.69349617	0.590131695	0.411400105	0.452571063	1.217281104	1.299825748	0.876883817
AT1G08810	12.45177732	15.78192233	13.1517699	17.62137781	16.93951763	14.78864278	27.53107205	31.90737381	34.3252306
AT1G08840	3.595841542	3.726099712	3.887132827	3.686543819	3.001869293	2.925025131	7.361830281	6.637816173	8.012601201
AT1G08890	3.572318408	3.688624322	3.851138597	4.311011305	5.610572412	5.284125015	164.8335186	173.9733634	194.7336752
AT1G08920	11.87074512	13.45547444	16.03291193	14.36245821	16.96843207	17.19157839	54.85358913	65.09900984	68.54439124
AT1G08930	26.19678905	34.30523424	28.98716185	42.88952137	42.38486613	55.60224624	45.80044979	75.66836304	71.9872629
AT1G08940	7.640790186	6.205317546	7.916557095	8.539763443	9.08453414	8.660424365	15.93423555	16.98449177	18.53880416
AT1G08980	28.90050431	31.30298644	33.95171622	53.22405095	57.30749949	56.51825418	47.61023974	80.67362328	71.00013279
AT1G09195	2.904919937	3.414133346	3.326917097	3.913959107	3.672924714	4.251393523	7.08871847	7.556089172	7.375089557
AT1G09240	3.329008286	4.015784941	3.200711879	6.968591804	5.592039057	4.796357388	11.69110436	8.807220775	8.548478814
AT1G09350	7.284173506	3.552463759	5.705575035	12.48161763	11.39239364	13.23506895	2421.841956	2827.946547	2742.173545
AT1G09794	5.791912977	4.861395718	4.614064775	5.666456283	4.447636506	3.989246774	9.956163889	8.829012073	8.389847473
AT1G04723	0	0.085001377	0.191955149	0.369533565	0.383279268	0.392888115	0.484344569	0.440160253	0.368074262
AT1G09930	0.171626425	0.078289817	0.044199677	0.276539122	0.375079722	0.316633064	0.223050785	0.182432687	0.190694117
AT1G09950	1.40152997	0.461736662	0.40104658	10.46136217	8.64836746	11.82024379	1.902424075	2.538136384	2.422373202
AT1G10040	2.134295459	1.89383068	1.746845932	1.739410105	1.864248766	1.232893973	3.222160228	3.314964654	3.320703778
AT1G10060	5.382201077	5.526390712	5.728535229	8.2316324	8.06804326	9.212497061	25.31574342	30.71887333	33.77725797
AT1G10090	8.292586333	9.046132799	8.340418261	12.64334966	11.84813684	12.69038738	85.8845781	94.61342953	102.4558423
AT1G10095	1.955276146	1.702025498	2.125075544	1.93877388	2.121582571	2.004571388	3.89796089	3.016946314	3.667351736
AT1G10155	0.98660723	1.06012913	1.400291325	1.152196914	0.676446617	1.294356368	2.530255314	3.086626098	3.269710807
AT1G10200	32.896127	32.02607669	34.48399298	46.2902637	44.62523992	43.91271285	89.13649117	94.0670344	86.13874591
AT1G10270	8.270745805	9.787678153	8.991393597	6.822914721	6.762963936	6.86104288	22.39649147	17.21469337	17.37492027
AT1G10320	8.868932196	9.660737646	10.26385754	10.610489	9.419875854	9.679584326	19.95186873	20.81247449	21.6887719
AT1G10340	0.940320759	1.460716611	1.54461853	2.393960407	2.50914655	2.866765277	3.831350547	4.106164898	4.06621118
AT1G10400	0.198833488	0.332569244	0.307238558	1.67582056	1.908564324	1.222757632	1.343731426	1.28377263	0.916424997
AT1G10410	20.71754917	22.85870944	18.82835998	26.41203753	25.93066961	28.12891612	178.3577683	170.4764229	191.6068897
AT1G10417	0.45797272	0.527774458	0.695246751	0.525808675	0.470999128	0.533628923	2.481022996	2.254691763	2.594855161
AT1G10580	27.9473931	27.82886167	29.69160151	29.84678626	30.4459276	31.83289511	66.99596307	59.60978107	63.17395509
AT1G10710	0.146908819	0.335072661	0.227004285	0.072834464	0.15108744	0.309750432	0.649151977	0.555231164	0.616648122
AT1G10760	42.69025992	40.54450998	36.9125182	30.47634596	32.88074131	32.77152656	252.5439851	228.1436177	198.1936211
AT1G10770	0	0	0.056391887	0.379960804	0.112598393	0.057710622	5.008572442	17.22391643	14.65182109
AT1G04827	0.194608276	0.769368714	0.267297546	1.801014213	2.001436428	1.778064276	1.079119699	1.225846304	1.153222671
AT1G11170	1.240150779	1.044391919	0.982711565	1.343193373	1.334290952	1.488424847	8.62899024	7.102697704	8.931822647
AT1G11210	9.003154287	9.996078464	3.149823778	221.1579763	227.6811369	255.8191936	140.4533454	171.6987344	179.6837942
AT1G11220	4.184521606	4.260778167	3.964240057	5.631063672	4.188271094	4.411434878	13.86773695	8.719482712	8.450139721
AT1G11390	10.25420419	10.89908378	10.6254925	12.00542971	12.38984455	11.02263927	24.38073233	21.69976377	24.63232689
AT1G11530	19.42103041	22.14794315	17.95649156	24.78170302	25.04865222	28.27785093	39.47393377	62.26998405	67.60541901
AT1G04853	0.14495961	0	1.194625902	1.437361703	1.938076243	3.667687377	1.205720334	5.752574836	3.865550852
AT1G11545	16.71573688	15.5614682	17.96626066	17.80084479	17.41046862	16.00381474	33.69478107	41.66064351	34.40821408
AT1G11800	6.851809048	8.017104416	7.881242019	8.164963362	6.762303462	7.450103085	15.17412247	12.97698752	13.38257214
AT1G04907	0	0	0.334121932	0.964829043	0.333572738	0.683870876	0.337224906	0.306461576	9.610188924
AT1G11925	0	0	0	0	0	0	0.33554717	0.853823297	1.466231146
AT1G11960	4.979413636	4.542859685	4.047110725	16.29187069	15.5197457	18.99106211	16.00630891	21.17894084	22.24330112
AT1G12090	352.7505904	321.6657134	368.3512408	665.5434912	632.7712802	666.7798312	919.6919645	788.8947238	734.9031128
AT1G12480	1.241520102	0.906139081	1.0231485	1.285754812	1.617322366	1.948722963	3.413483365	4.587962776	4.414249458
AT1G12630	1.718395373	0.679354272	1.298133775	1.703892349	1.237090949	1.328490884	3.096811498	1.51539499	1.980024208
AT1G12710	7.302564625	6.415582758	5.467845558	10.76082946	12.16942888	10.72808514	36.06439124	69.19043896	66.91446203
AT1G12730	3.115330022	2.915080574	3.373791494	2.613800588	3.61470304	3.508829531	4.706268569	7.824283235	7.521160341
AT1G04973	0.357407302	0.326072775	0.441814125	0.921416166	0.441087918	0.828934395	0.743195385	1.350794826	1.341367049
AT1G12845	14.04389621	11.53137882	11.43592592	22.41321075	16.23158065	17.06152081	54.02551586	24.95924176	24.57037993
AT1G12950	2.020854372	2.605737955	2.053999831	2.564862253	2.881957611	2.613338341	6.63944363	5.881007192	3.246640495
AT1G13000	6.722831354	7.553801915	6.609539309	8.326767012	8.248344066	8.032374284	16.94708436	17.38472941	18.00891161
AT1G13120	13.97342952	14.00108284	12.77203836	12.75426408	13.31175876	12.7513978	24.56361961	21.86490062	22.15703221
AT1G13180	5.988935555	5.979777406	5.692815483	7.824401946	7.745364019	7.3163006	11.35774819	11.99738632	11.62678957
AT1G13260	51.75162586	55.80130607	57.5216016	187.8214807	187.7331828	192.1058908	68.85896914	144.7899218	143.9271925
AT1G13330	2.798288937	2.088783838	2.568152889	3.178260376	1.203478113	1.930929531	6.400660959	5.28796445	4.321444431
AT1G13390	14.66213239	15.19859052	11.93703469	20.21825721	17.75451454	18.47663287	29.86019825	39.52500894	35.68340191
AT1G13480	1.989027676	1.517704029	1.937208693	7.02834815	6.657507467	9.226299757	18.19839492	16.36739735	17.46576496
AT1G13490	0	0	0	0.036702959	0	0.273158124	0.192425053	0.139896868	0.109674053
AT1G13520	1.417910937	2.263800334	1.460642326	2.179213139	3.098763139	3.699629327	7.702732824	8.440253243	7.632135466
AT1G13530	1.071238217	1.411685713	1.757460927	4.327469713	2.89708433	3.471638084	5.898857681	7.31009264	6.504755806
AT1G13560	59.38183215	58.22214895	61.34602353	59.18878657	63.71475356	63.79320263	140.8671224	134.582843	140.0356762
AT1G13860	8.90956266	8.079869264	9.287766974	9.696685866	7.994793938	7.76488135	18.93257201	17.64145434	16.05642144
AT1G13910	4.711613389	4.267613223	3.596557439	5.31044594	4.880489438	4.395355595	6.942736143	7.046014029	7.164225316
AT1G13920	3.083188678	2.865457302	3.294839263	4.857181189	4.415532522	4.222456489	14.97945168	12.85062644	11.66811759
AT1G13930	280.2962611	250.2627509	258.7502403	542.5979144	556.5751637	538.0844486	3205.623358	2954.859754	3172.107321
AT1G13960	12.64276503	14.15246631	12.38292574	18.98317931	20.8863487	18.34233717	24.41164052	26.84916267	30.20557447
AT1G05057	0.532261952	0.48559761	0.274151329	0.527769733	0.273700708	0.28056241	0.276697359	0.251455652	11.30223928
AT1G14170	6.56605159	7.289515954	6.274972869	7.112018961	6.725694229	6.69971061	21.54949399	18.43752571	17.16291193
AT1G14520	3.305043594	3.04427773	2.062430542	5.199323685	5.654190684	6.03045965	8.921075282	4.56408177	3.01311496
AT1G14530	5.247520828	4.369950275	3.677109093	5.384740572	5.773298886	5.339097723	14.3375104	12.39538885	18.25992393
AT1G14580	15.61368187	16.9332061	17.60200714	18.14000346	18.75162836	21.14174947	111.2310289	119.0656395	110.3302236
AT1G14680	1.838145166	1.637991939	1.893541097	2.331272811	1.890428696	2.478609434	3.333359861	4.604496827	5.784056595
AT1G14685	18.50188827	17.95022122	21.24434406	26.91453539	26.52338362	29.6859427	38.40258581	49.28968097	47.93395101
AT1G14687	3.950895042	3.312255304	3.519967678	3.282271641	3.788727394	2.983140445	9.214705248	12.15757034	11.60077675
AT1G14720	51.93034614	55.15734223	55.25224919	102.8460737	92.92607139	97.56741291	111.3859971	133.716729	131.1093604
AT1G14780	2.448315295	2.173836816	2.184318612	2.644406475	2.922625505	3.134168124	14.84130504	21.93510994	17.20712288
AT1G14820	10.75999275	11.09078211	10.23414456	13.69054055	11.71891013	12.11308903	20.62537651	19.22366926	16.70860166
AT1G15010	0.735632659	1.708352417	0.48223784	7.161617638	17.95102775	15.65147777	5.145287224	12.00571123	11.42654765
AT1G15040	2.259304524	2.998148833	1.833703479	2.172350352	2.710828583	2.562260273	5.48101694	7.309795904	4.665632617
AT1G15080	5.834409854	4.902668179	4.863550016	4.985901563	4.973984022	3.520518709	9.577985493	10.11867216	9.363773823
AT1G15350	15.50305894	16.28593582	14.54753109	19.99415076	19.53053955	19.65616888	28.43189626	29.62258002	31.95297235
AT1G15415	1.024867043	1.785028917	0.479887874	2.217201391	1.724756706	0.883998259	2.034247188	2.200801264	3.864779747
AT1G15420	21.68238327	21.75959565	24.45955623	24.00177455	26.86859862	26.15571897	52.66251955	47.287441	49.04268101
AT1G15440	17.46365437	19.03193293	20.03136738	17.24608613	18.26973223	17.27281093	55.81399875	44.08532839	41.27608362
AT1G16280	7.435199915	6.861990315	7.459466388	7.885313772	8.644077595	8.497266029	16.82763484	13.48023677	12.55816493
AT1G16480	1.283690589	1.513921961	1.03209912	1.536741281	1.706604415	1.419315724	4.003973544	3.150591407	3.401494722
AT1G16500	8.064575024	7.615053432	4.610726894	14.63361532	10.78214911	11.56257207	25.69931529	21.37373043	20.35040265
AT1G16510	3.392254353	4.560830765	4.04624725	5.665051261	5.263716599	6.336785177	20.85225565	16.53205566	16.81048338
AT1G16515	4.768349796	4.422805186	3.520304582	4.097691494	3.024120381	3.267499436	20.73958993	4.205047047	5.101886922
AT1G16540	6.058251599	5.701821653	4.429553422	5.66188395	4.404368657	4.643256129	9.031880741	9.589646366	9.129840668
AT1G16830	1.769757642	2.255691005	1.394129626	1.52256539	1.418604222	1.234671591	3.815342968	3.221381462	3.084513998
AT1G16840	31.29046996	30.03963486	29.36508247	37.48014632	40.986268	39.29849538	74.18495583	100.3368766	107.4587993
AT1G16850	8.765354118	6.514014921	6.936580601	11.16640324	9.790770295	11.87212079	1349.684219	892.7013176	942.2428335
AT1G16860	25.55705969	26.9858291	27.03753738	25.02231566	22.80940245	24.30194821	55.46139994	55.41824214	57.58736179
AT1G05277	1.138996769	1.558708378	0.65999394	2.399940555	1.903515212	2.476569426	3.478643748	3.295828198	3.585694633
AT1G17060	2.358888194	1.960784289	2.456977439	2.728809414	3.665930696	3.453893311	3.597065663	4.630974927	4.3747392
AT1G17130	34.30320921	32.09996092	29.51055705	37.76466968	39.3960499	34.61461077	64.60971446	61.94297674	67.83129337
AT1G17170	50.6424423	46.83328158	42.28687232	43.5739611	37.95118977	31.06743961	125.9721747	117.2974665	139.8078442
AT1G17180	53.78543692	47.25256666	46.6192176	55.40803007	51.53304818	36.7782526	142.6965862	154.389068	146.9022055
AT1G17455	5.498865195	5.061562601	4.551897654	7.886587446	6.463169038	6.159366826	7.912183223	10.85517636	10.13449125
AT1G17460	1.71555505	1.482773042	1.62773625	1.410102472	1.392909215	1.570612537	4.506110966	3.412534296	3.767717972
AT1G17540	0	0.03359047	0.037927995	0.219045969	0.113596959	0.213482217	0.095700576	0.069576236	0.109090474
AT1G17615	0.18816367	0.103000218	0.155067467	0.261205832	0.116109437	0.198367187	1.291187457	1.777877164	1.003529518
AT1G17665	0.815113198	0.566591078	0.679739458	0.846721075	0.678622174	0.49103668	20.62192095	30.69658509	29.24985948
AT1G05317	0	0.081771618	0	0.444365708	0.092178995	0.094489931	0.931882296	0.169374273	0.619655244
AT1G17780	15.83724697	16.44849966	14.97883926	16.00969548	17.24021384	16.11022408	28.05326047	27.41928676	26.22173301
AT1G17940	9.065203995	7.349643461	6.143684746	7.059946603	6.039223544	7.33202438	19.8042123	15.4314457	17.0908216
AT1G18150	22.20012524	21.79790289	21.32946107	26.39351621	25.13734076	22.56976646	63.55425419	59.31413884	56.81177899
AT1G18320	2.450004047	3.115744323	2.141439564	2.723790145	1.90885687	3.600350246	7.255883526	5.471588654	5.426067566
AT1G18330	9.98976343	10.63293385	12.11150774	20.21727984	23.94611007	23.84434287	24.12839208	26.9855603	23.50211388
AT1G18350	0.235247236	0.171698158	0.09693474	0.233261781	0.338713932	0.198403155	0.587009809	0.222274942	0.418213117
AT1G18390	1.914501335	2.534079455	2.036860644	3.781126216	3.792662518	4.086268068	3.409979091	4.270259881	5.099086231
AT1G18470	12.63260109	13.25384054	11.60703123	18.50613068	18.58682488	19.1387185	20.63334485	24.39179062	23.26266907
AT1G18850	16.97346796	19.18295903	17.76751742	14.65467483	16.07730495	14.19945635	57.0292266	41.63414577	45.62629527
AT1G18870	5.142578551	5.436079011	5.57771915	6.521061468	9.408054353	8.549200464	12.36437768	7.84915404	7.179026314
AT1G19020	15.92249531	25.95946883	14.88361333	31.94168877	33.43308578	36.99119736	41.53997705	58.99385339	58.97161385
AT1G19040	0.038814914	0	0	5.888560202	7.305168113	5.974279601	0.161424039	0.146698137	0.076670667
AT1G19070	1.235608102	1.503040222	2.121409092	5.717505439	3.600467648	2.171018653	3.425776822	2.918681677	4.677975561
AT1G19180	11.99580948	8.975749618	7.645539552	80.03873745	69.46596796	74.9983448	29.55017357	25.30516429	29.46272258
AT1G19270	5.863300565	5.93280975	5.710547399	7.335977603	7.499219483	7.574839279	7.980342884	14.44423665	14.78247631
AT1G19370	4.695522727	3.959015679	3.484496306	26.74380331	26.89179877	30.24046513	44.09953144	51.9565389	49.95759731
AT1G19394	3.837346288	3.834340284	3.388278747	4.892090922	3.382709455	3.852793665	7.219462775	8.287411635	9.204124603
AT1G19397	2.664415137	4.419674865	3.618029789	3.362453607	3.92346931	3.894153877	4.973772241	7.72411907	9.030811528
AT1G19400	51.61015871	57.13937107	56.28625981	63.36418147	72.5845247	72.13622738	68.7915984	104.7673381	126.63985
AT1G19410	0	0	0	0.118021901	0.163216019	0.041826965	1.897534639	1.986845692	2.938895695
AT1G19450	64.46513998	69.54328664	68.90673271	91.35051183	96.78964204	95.9356537	155.9832369	165.5760674	171.8157793
AT1G19530	1.39804796	3.214206164	4.147720535	6.321293729	4.773540905	10.61178945	7.44220482	16.64403387	16.01698154
AT1G19740	79.46771777	87.00857179	91.8147253	114.6986223	119.3607886	114.1061652	185.7348114	214.5130057	203.1174911
AT1G19750	1.112614952	1.160080049	1.200724043	0.814284848	1.33497206	0.809893023	2.671633762	2.452944111	2.721006359
AT1G19880	38.19420117	38.21106492	37.64587949	40.96157208	39.09207398	38.26053746	63.6513871	67.75980455	62.63665152
AT1G20010	42.05727904	43.21035508	41.91862253	70.22742413	61.79455664	71.29905386	224.365855	263.1037269	231.7510175
AT1G05517	0.183376467	0.16729953	0.188902859	1.272801564	0.942961803	0.773281555	0.381314381	0.693057981	2.354439689
AT1G20030	4.774892326	3.840395143	4.368664486	12.42830631	10.14448811	11.72350072	78.45174082	68.38619576	82.80740674
AT1G20100	67.94678892	64.98876506	61.24067756	129.8228189	120.8414447	118.1566661	157.4685787	139.1385118	162.1557484
AT1G20180	0.239781374	0.156256657	0.176434023	0.169826894	0.105686412	0.288895947	0.427374138	0.582580422	0.202987489
AT1G20440	137.3666004	129.9559673	135.953062	490.6876532	557.0664724	560.0195018	6859.270871	7892.653701	8853.635085
AT1G20450	216.9131326	193.4645996	186.8449346	855.4500656	906.1018678	938.7896399	6934.573358	6434.002275	7683.227692
AT1G20490	4.551417185	4.130982382	4.253559496	4.210586058	4.125926813	4.229364185	5.951745175	7.426012874	10.00988937
